2024-11-27 05:41:54.89 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-27 10:15:05.24 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_GL_Posting_Locally | 1,8750 sec. | 31

2024-11-27 10:15:06.69 | GuillaumeCharron | APP_v5.D.1.xlsb | modEnc_Saisie:Encaissement_Add_New |  | 31
2024-11-27 10:15:06.71 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Clear_Cells |  | 31
2024-11-27 10:15:07.47 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Clear_Cells | 0,7617 sec. | 31

2024-11-27 10:15:07.49 | GuillaumeCharron | APP_v5.D.1.xlsb | modEnc_Saisie:Encaissement_Add_New | 0,8047 sec. | 31

2024-11-27 10:15:07.52 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Update | 6,9766 sec. | 31

2024-11-27 10:15:21.76 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Arthur Malouin Ltée [Yvan Malouin] |  | 31
2024-11-27 10:15:21.78 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1051 | 0,0195 sec. | 31

2024-11-27 10:15:21.93 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Load_OS_Invoices |  | 31
2024-11-27 10:15:22.94 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Saisie_Add_Check_Boxes |  | 31
2024-11-27 10:15:22.96 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Saisie_Add_Check_Boxes | 0,0234 sec. | 31

2024-11-27 10:15:22.98 | GuillaumeCharron | APP_v5.D.1.xlsb | modFAC_Enc:Encaissement_Load_Open_Invoices | 1,0469 sec. | 31

2024-11-27 10:15:27.43 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - Bernard Ducharme Assurances Inc. [Yvan Malouin] |  | 31
2024-11-27 10:15:27.45 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_GetID_From_Client_Name - 1055 | 0,0195 sec. | 31

2024-11-27 10:15:27.57 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Load_OS_Invoices |  | 31
2024-11-27 10:15:28.59 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Saisie_Add_Check_Boxes |  | 31
2024-11-27 10:15:28.61 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Saisie_Add_Check_Boxes | 0,0234 sec. | 31

2024-11-27 10:15:28.63 | GuillaumeCharron | APP_v5.D.1.xlsb | modFAC_Enc:Encaissement_Load_Open_Invoices | 1,0508 sec. | 31

2024-11-27 10:15:29.89 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Back_To_FAC_Menu |  | 31
2024-11-27 10:15:29.91 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Clear_Cells |  | 31
2024-11-27 10:15:30.62 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Clear_Cells | 0,7070 sec. | 31

2024-11-27 10:15:30.65 | GuillaumeCharron | APP_v5.D.1.xlsb | modENC_Saisie:ENC_Back_To_FAC_Menu | 0,7617 sec. | 31

2024-11-27 10:15:32.09 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_EJ:Worksheet_Activate |  | 31
2024-11-27 10:15:32.11 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:15:33.32 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 1,2070 sec. | 31

2024-11-27 10:15:33.34 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_EJ_Auto_Import_All |  | 31
2024-11-27 10:16:35.33 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update |  | 31
2024-11-27 10:16:35.36 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-27 10:16:52.18 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update |  | 31
2024-11-27 10:16:52.21 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-27 10:16:57.26 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update |  | 31
2024-11-27 10:16:57.29 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-27 10:18:49.33 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update |  | 31
2024-11-27 10:18:49.35 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-27 10:19:08.86 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:19:08.89 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0352 sec. | 31

2024-11-27 10:19:08.91 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-27 10:19:08.94 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File | 0,0273 sec. | 31

2024-11-27 10:19:08.97 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-27 10:19:33.06 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update |  | 31
2024-11-27 10:19:33.08 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-27 10:19:39.81 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:19:39.84 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0352 sec. | 31

2024-11-27 10:19:39.87 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-27 10:19:39.89 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File | 0,0273 sec. | 31

2024-11-27 10:19:39.93 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-27 10:24:31.57 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-27 10:24:31.59 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-27 10:24:31.63 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File | 0,0352 sec. | 31

2024-11-27 10:24:31.65 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile |  | 31
2024-11-27 10:24:33.04 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La variable masterWorkbook est initialisée |  | 31
2024-11-27 10:24:33.20 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La copie est réussie |  | 31
2024-11-27 10:24:33.73 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - Le fichier masterWorkbook est fermé |  | 31
2024-11-27 10:24:33.77 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile | 2,1172 sec. | 31

2024-11-27 10:24:33.78 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username |  | 31
2024-11-27 10:24:33.81 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username | 0,0273 sec. | 31

2024-11-27 10:24:35.09 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu |  | 31
2024-11-27 10:24:35.22 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu | 0,1289 sec. | 31

2024-11-27 10:24:35.36 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Workbook_Open | 3,7891 sec. | 31

2024-11-27 10:24:38.91 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_EJ:Worksheet_Activate |  | 31
2024-11-27 10:24:38.93 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:24:39.44 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 0,5117 sec. | 31

2024-11-27 10:24:39.46 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_EJ_Auto_Import_All |  | 31
2024-11-27 10:26:07.55 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update |  | 31
2024-11-27 10:26:07.57 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-27 10:26:17.68 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update |  | 31
2024-11-27 10:26:17.70 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB |  | 31
2024-11-27 10:26:17.93 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_To_DB | 0,2305 sec. | 31

2024-11-27 10:26:17.95 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally |  | 31
2024-11-27 10:26:18.34 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:GL_Trans_Add_Record_Locally | 0,3828 sec. | 31

2024-11-27 10:26:18.36 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:wshGL_EJ_Clear_All_Cells |  | 31
2024-11-27 10:26:18.42 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:wshGL_EJ_Clear_All_Cells | 0,0625 sec. | 31

2024-11-27 10:26:19.89 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_EJ:JE_Update | 2,2070 sec. | 31

2024-11-27 10:26:22.43 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:26:22.46 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0312 sec. | 31

2024-11-27 10:26:24.93 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:26:24.97 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0391 sec. | 31

2024-11-27 10:26:25.00 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-27 10:26:25.03 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File | 0,0234 sec. | 31

2024-11-27 10:26:25.05 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-27 10:26:50.89 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-27 10:26:50.92 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-27 10:26:50.95 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File | 0,0312 sec. | 31

2024-11-27 10:26:50.97 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile |  | 31
2024-11-27 10:26:52.11 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La variable masterWorkbook est initialisée |  | 31
2024-11-27 10:26:52.27 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La copie est réussie |  | 31
2024-11-27 10:26:52.63 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - Le fichier masterWorkbook est fermé |  | 31
2024-11-27 10:26:52.66 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile | 1,6875 sec. | 31

2024-11-27 10:26:52.68 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username |  | 31
2024-11-27 10:26:52.69 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username | 0,0156 sec. | 31

2024-11-27 10:26:52.85 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu |  | 31
2024-11-27 10:26:52.96 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu | 0,1094 sec. | 31

2024-11-27 10:26:52.98 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:26:53.01 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0273 sec. | 31

2024-11-27 10:26:53.09 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Workbook_Open | 2,1953 sec. | 31

2024-11-27 10:26:54.77 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_BV:Worksheet_Activate |  | 31
2024-11-27 10:26:54.79 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:26:55.16 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 0,3711 sec. | 31

2024-11-27 10:26:55.27 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 27 parsedDate='27/11/24' |  | 31
2024-11-27 10:26:55.33 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Build_Trial_Balance |  | 31
2024-11-27 10:26:55.43 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL |  | 31
2024-11-27 10:26:55.58 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL | 0,1562 sec. | 31

2024-11-27 10:26:57.12 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-27 10:26:57.15 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0391 sec. | 31

2024-11-27 10:26:57.17 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-27 10:26:57.20 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0273 sec. | 31

2024-11-27 10:26:57.76 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Build_Trial_Balance | 2,4336 sec. | 31

2024-11-27 10:26:57.80 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_BV:Worksheet_Activate | 3,0352 sec. | 31

2024-11-27 10:27:06.63 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:Fournisseur_List_Import_All |  | 31
2024-11-27 10:27:06.79 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:Fournisseur_List_Import_All | 0,1562 sec. | 31

2024-11-27 10:27:06.83 | GuillaumeCharron | APP_v5.D.1.xlsb | wshDEB_Saisie:Worksheet_Activate |  | 31
2024-11-27 10:27:06.86 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:DEB_Trans_Import_All |  | 31
2024-11-27 10:27:07.02 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:DEB_Trans_Import_All | 0,1641 sec. | 31

2024-11-27 10:27:07.04 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:27:07.34 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 0,2969 sec. | 31

2024-11-27 10:27:07.36 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:Fournisseur_List_Import_All |  | 31
2024-11-27 10:27:07.48 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:Fournisseur_List_Import_All | 0,1211 sec. | 31

2024-11-27 10:27:07.52 | GuillaumeCharron | APP_v5.D.1.xlsb | modDev_Utils:SetTabOrder(wshDEB_Saisie) |  | 31
2024-11-27 10:27:07.57 | GuillaumeCharron | APP_v5.D.1.xlsb | modDev_Utils:SetTabOrder | 0,0508 sec. | 31

2024-11-27 10:27:07.59 | GuillaumeCharron | APP_v5.D.1.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells |  | 31
2024-11-27 10:27:07.68 | GuillaumeCharron | APP_v5.D.1.xlsb | modDEB_Saisie:DEB_Saisie_Clear_All_Cells | 0,0898 sec. | 31

2024-11-27 10:27:07.70 | GuillaumeCharron | APP_v5.D.1.xlsb | wshDEB_Saisie:Worksheet_Activate | 0,8672 sec. | 31

2024-11-27 10:27:18.15 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_BV:Worksheet_Activate |  | 31
2024-11-27 10:27:18.17 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:27:18.50 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 0,3359 sec. | 31

2024-11-27 10:27:18.59 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 27 parsedDate='27/11/24' |  | 31
2024-11-27 10:27:18.64 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Build_Trial_Balance |  | 31
2024-11-27 10:27:18.74 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL |  | 31
2024-11-27 10:27:18.88 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL | 0,1445 sec. | 31

2024-11-27 10:27:20.21 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-27 10:27:20.25 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0391 sec. | 31

2024-11-27 10:27:20.27 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-27 10:27:20.30 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0312 sec. | 31

2024-11-27 10:27:20.72 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Build_Trial_Balance | 2,0742 sec. | 31

2024-11-27 10:27:20.74 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_BV:Worksheet_Activate | 2,5859 sec. | 31

2024-11-27 10:27:38.21 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_EJ:Worksheet_Activate |  | 31
2024-11-27 10:27:38.23 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:27:38.57 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 0,3398 sec. | 31

2024-11-27 10:27:38.59 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_EJ_Auto_Import_All |  | 31
2024-11-27 10:28:16.61 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:28:16.64 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0352 sec. | 31

2024-11-27 10:28:16.68 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-27 10:28:16.70 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File | 0,0273 sec. | 31

2024-11-27 10:28:16.73 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-27 10:31:08.39 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-27 10:31:08.42 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-27 10:31:08.45 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File | 0,0352 sec. | 31

2024-11-27 10:31:08.47 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile |  | 31
2024-11-27 10:31:09.87 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La variable masterWorkbook est initialisée |  | 31
2024-11-27 10:31:10.04 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - La copie est réussie |  | 31
2024-11-27 10:31:10.97 | GuillaumeCharron | APP_v5.D.1.xlsb |    ThisWorkbook:BackupMasterFile - Le fichier masterWorkbook est fermé |  | 31
2024-11-27 10:31:10.00 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile | 2,5273 sec. | 31

2024-11-27 10:31:11.02 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username |  | 31
2024-11-27 10:31:11.04 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Hide_Dev_Shapes_Based_On_Username | 0,0234 sec. | 31

2024-11-27 10:31:12.55 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu |  | 31
2024-11-27 10:31:12.66 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Write_Info_On_Main_Menu | 0,1172 sec. | 31

2024-11-27 10:31:12.78 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Workbook_Open | 4,3906 sec. | 31

2024-11-27 10:31:20.61 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_BV:Worksheet_Activate |  | 31
2024-11-27 10:31:20.63 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:31:21.09 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 0,4570 sec. | 31

2024-11-27 10:31:21.21 | GuillaumeCharron | APP_v5.D.1.xlsb | modFunctions:Fn_Complete_Date @00608   y = 2024   m = 11   d = 27 parsedDate='27/11/24' |  | 31
2024-11-27 10:31:21.27 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Build_Trial_Balance |  | 31
2024-11-27 10:31:21.38 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL |  | 31
2024-11-27 10:31:21.54 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_AdvancedFilter_By_GL | 0,1641 sec. | 31

2024-11-27 10:31:23.05 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-27 10:31:23.09 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0352 sec. | 31

2024-11-27 10:31:23.11 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals |  | 31
2024-11-27 10:31:23.14 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Display_TB_Totals | 0,0273 sec. | 31

2024-11-27 10:31:23.85 | GuillaumeCharron | APP_v5.D.1.xlsb | modGL_TB:GL_TB_Build_Trial_Balance | 2,5781 sec. | 31

2024-11-27 10:31:23.88 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_BV:Worksheet_Activate | 3,2812 sec. | 31

2024-11-27 10:31:26.59 | GuillaumeCharron | APP_v5.D.1.xlsb | wshGL_EJ:Worksheet_Activate |  | 31
2024-11-27 10:31:26.61 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All |  | 31
2024-11-27 10:31:26.98 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_Trans_Import_All | 0,3789 sec. | 31

2024-11-27 10:31:27.01 | GuillaumeCharron | APP_v5.D.1.xlsb | modImport:GL_EJ_Auto_Import_All |  | 31
2024-11-27 10:31:36.16 | vgervais | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Terminate |  | 31
2024-11-27 10:31:36.23 | vgervais | APP_v5.D.1.xlsb | ufSaisieHeures:UserForm_Terminate | 0,0664 sec. | 31

2024-11-27 10:31:38.95 | vgervais | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:31:38.99 | vgervais | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0430 sec. | 31

2024-11-27 10:31:41.08 | vgervais | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:31:41.13 | vgervais | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0508 sec. | 31

2024-11-27 10:31:41.16 | vgervais | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-27 10:31:41.20 | vgervais | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File | 0,0469 sec. | 31

2024-11-27 10:31:41.23 | vgervais | APP_v5.D.1.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-27 10:31:45.10 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu |  | 31
2024-11-27 10:31:45.14 | GuillaumeCharron | APP_v5.D.1.xlsb | modAppli:Hide_All_Worksheets_Except_Menu | 0,0352 sec. | 31

2024-11-27 10:31:45.16 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File |  | 31
2024-11-27 10:31:45.19 | GuillaumeCharron | APP_v5.D.1.xlsb | modMenu:Delete_User_Active_File | 0,0312 sec. | 31

2024-11-27 10:31:45.22 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Session terminée NORMALEMENT avec la procédure 'modMenu:Exit_After_Saving' ***** |  | 31

2024-11-27 10:49:26.33 | GuillaumeCharron | APP_v5.D.1.xlsb | ***** Début d'une nouvelle session (Workbook_Open) ***** |  | 31
2024-11-27 10:49:26.35 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File |  | 31
2024-11-27 10:49:26.38 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:Create_User_Active_File | 0,0312 sec. | 31

2024-11-27 10:49:26.41 | GuillaumeCharron | APP_v5.D.1.xlsb | ThisWorkbook:BackupMasterFile |  | 31
